file,block,n_tokens,speaker,source,translation
dom1Mai_L09.mes,21,49,주인공,そうですか……<6E5C>舞さんも大変ですね<485C>俺にできることがあったら言って<6E5C>くださいよ.力になりますから<485C>,
dom1Mai_L09.mes,22,9,Mai,うん……ありがと<485C>,
dom1Mai_L09.mes,23,27,주인공,(この旅行で、ちょっとは舞さんに<6E5C>近づけたかな……)<485C>,
dom1Mai_L09.mes,24,11,Mai,……そろそろ帰ろうか<485C>,
dom1Mai_L09.mes,25,6,주인공,そうですね<485C>,
dom1Mai_L09.mes,26,12,주인공,(楽しい旅行だったな)<485C>,
dom1Mai_L10.mes,0,7,[효과음/내레이션],♪ピンポ~ン<485C>,
dom1Mai_L10.mes,1,3,주인공,はい<485C>,
dom1Mai_L10.mes,2,4,[효과음/내레이션],ガチャ<485C>,
dom1Mai_L10.mes,3,26,Mai,さあ、今日は腕によりをかけて<6E5C>ごちそうを作るわよ!<485C>,
dom1Mai_L10.mes,4,10,주인공,気合い入ってますね<485C>,
dom1Mai_L10.mes,5,16,Mai,<이름:3232>君は適当に休んでていいわよ<485C>,
dom1Mai_L10.mes,6,27,주인공,(いつもこれくらい優しかったら<6E5C>最高なんだけどなぁ)<485C>,
dom1Mai_L10.mes,7,3,Mai,……<485C>,
dom1Mai_L10.mes,8,3,주인공,……<485C>,
dom1Mai_L10.mes,9,5,Mai,…………<485C>,
dom1Mai_L10.mes,10,15,주인공,あ、いいにおいがしてきた……<485C>,
dom1Mai_L10.mes,11,7,Mai,………………<485C>,
dom1Mai_L10.mes,12,8,주인공,は、腹減った~<485C>,
dom1Mai_L10.mes,13,5,Mai,できた!<485C>,
dom1Mai_L10.mes,14,8,주인공,待ってました!<485C>,
dom1Mai_L10.mes,15,27,Mai,さ、座って座って.不知火舞の豪華<6E5C>おせちフルコースよ<485C>,
dom1Mai_L10.mes,16,12,주인공,す、すげえ……プロ級だ<485C>,
dom1Mai_L10.mes,17,15,Mai,<이름:3232>君、お誕生日おめでと~!<485C>,
dom1Mai_L10.mes,18,12,주인공,ありがとうございます!<485C>,
dom1Mai_L10.mes,19,11,Mai,それじゃ、食べようか<485C>,
dom1Mai_L10.mes,20,11,주인공,はい!いただきます!<485C>,
dom1Mai_L10.mes,21,10,주인공,(ん!これは!!)<485C>,
dom1Mai_L10.mes,22,9,Mai,どう?おいしい?<485C>,
dom1Mai_L10.mes,23,13,주인공,めちゃくちゃうまいです!<485C>,
dom1Mai_L10.mes,24,5,Mai,よかった<485C>,
dom1Mai_L10.mes,25,20,주인공,舞さんって、いいお嫁さんになりま<6E5C>すね<485C>,
dom1Mai_L10.mes,26,14,Mai,バ、バカ……何言ってるのよ<485C>,
dom1Mai_L10.mes,27,11,주인공,いや、ほんとですって<485C>,
dom1Mai_L10.mes,28,20,Mai,<이름:3232>君も、いい旦那さんになると<6E5C>思うよ<485C>,
dom1Mai_L10.mes,29,20,주인공,舞さんにそう言われると、<6E5C>自信つくな!<485C>,
dom1Mai_L10.mes,30,24,Mai,うん.きっと楽しい結婚生活になる<6E5C>だろうね……<485C>,
dom1Mai_L10.mes,31,37,주인공,(この日はやけに女らしい舞さん<6E5C>と、最高の誕生日を過ごすことが<6E5C>できた)<485C>,
dom1Mai_L11.mes,0,67,UNKNOWN_01,<0718><0002><0006><0049><0001><0000><0000><0002><0000><007C><006E><0002>(う~ん……なんか昨夜はやけに舞<6E5C>さんの部屋がうるさかったな.<6E5C>何かあったのか?<485C>ちょっと様子を見に行くか)<485C>,
dom1Mai_L11.mes,1,7,[효과음/내레이션],♪ピンポ~ン<485C>,
dom1Mai_L11.mes,2,4,주인공,舞さん<485C>,
dom1Mai_L11.mes,3,7,[효과음/내레이션],♪ピンポ~ン<485C>,
dom1Mai_L11.mes,4,28,주인공,開けますよ、いいんですか?<6E5C>ほんとに開けちゃいますよ!<485C>,
dom1Mai_L11.mes,5,7,[효과음/내레이션],ガチャガチャ<485C>,
dom1Mai_L11.mes,6,14,주인공,あれ、開かないな.……ん?<485C>,
dom1Mai_L11.mes,7,24,주인공,(ドアに手紙がはさんである.<6E5C>……俺宛てだ!)<485C>,
dom1Mai_L11.mes,8,36,주인공,とつぜんいなくなることに<6E5C>なっちゃって、ごめんなさい<6E5C>……なんだこれ?<485C>,
dom1Mai_L11.mes,9,375,UNKNOWN_29,今朝、お祖父さまが病気で倒れたと<6E5C>の連絡があり、急<CF1E>実家に帰ること<6E5C>になりました<485C>もしお祖父さまが亡くなるようなこ<6E5C>とがあれば、私は実家の不知火流の<6E5C>正当後維者として、<6E5C>跡を維ぐことになります<485C>そうなれば、家のためにも早く<6E5C>結婚をしなければならないで<6E5C>しょう<485C>……私には結婚相手の候補が、<6E5C>ふたりいました<485C>ひとりは<이름:3232>君も知っている<6E5C>アンディです<485C>そしてもうひとりは<6E5C>……<이름:3232>君、あなたです<485C>ごめんなさい.突然のことで驚いた<6E5C>だろうと思います.<6E5C>けど、安心してください<485C>私は<이름:3232>君に迷惑をかけたく<6E5C>ないから、お祖父さまの言いつけ<6E5C>通りアンディと結婚します<485C>今までありがとう.<이름:3232>君の<6E5C>おとなりさんとして過ごした<6E5C>毎日の思い出は、私の宝物です<485C>その思い出を巡りながら、<6E5C>気持ちの整理をつけて実家に<6E5C>帰ろうと思います<485C>……ごめんね.ありがとう<485C>不知火舞<485C>,
dom1Mai_L11.mes,10,23,주인공,なんだよこれ……そんなこと急に<6E5C>言われたって<485C>,
dom1Mai_L11.mes,11,50,주인공,(でも手紙には、すぐには実家に帰<6E5C>らないって書いてあるよな.今から<6E5C>捜せばまだ間に合うんじゃ……)<485C>,
dom1Mai_L11.mes,12,9,[선택지],舞を捜すあきらめる,
dom1Mai_L11.mes,13,31,주인공,(こんな別れ方、納得できるかよ!<6E5C>絶対見つけ出してやる!!)<485C>,
dom1Mai_L11.mes,14,63,주인공,(舞さんが考えて決めたことだ.<6E5C>俺が口をはさんでどうこうなる<6E5C>問題じゃないだろう……<485C>もう、舞さんには<6E5C>会えないのかな……)<485C>,
dom1Mai_L11.mes,15,55,주인공,(う~ん……なんか昨夜はやけに舞<6E5C>さんの部屋がうるさかったな.何か<6E5C>あったのか?<485C>……ま、俺には関係ないか)<485C>,
dom1Mai_M01.mes,0,7,[효과음/내레이션],♪ピンポ~ン<485C>,
dom1Mai_M01.mes,1,15,주인공,(誰だ、こんな朝早くに……)<485C>,
dom1Mai_M01.mes,2,4,[효과음/내레이션],ガチャ<485C>,
dom1Mai_M01.mes,3,9,Mai,おはよう、<이름:3232>君<485C>,
dom1Mai_M01.mes,4,37,주인공,あ、舞さん.おはようございます.<6E5C>わざわざ起こしに来てくれたんです<6E5C>か?<485C>,
dom1Mai_M01.mes,5,14,Mai,それもあるけど、はい、これ<485C>,
dom1Mai_M01.mes,6,7,주인공,なんですか?<485C>,
dom1Mai_M01.mes,7,28,Mai,お弁当よ.<6E5C>こないだ約束したでしょ、<6E5C>作ってあげるって<485C>,
dom1Mai_M01.mes,8,16,주인공,うわ~ほんとですか!ラッキー!<485C>,
dom1Mai_M01.mes,9,24,Mai,ほらほら、さっさと用意して学校へ<6E5C>行きなさいよ<485C>,
dom1Mai_M01.mes,10,15,주인공,はい、ありがとうございます!<485C>,
dom1Mai_M01.mes,11,22,UNKNOWN_29,<0200><0000><0000><0000><0000><0010><0006><0000><0000><0000><0000><0000><001C><000E><FFFF>♪ピンポ~ン<485C>,
dom1Mai_M01.mes,12,15,주인공,(誰だ、こんな朝早くに……)<485C>,
dom1Mai_M01.mes,13,4,[효과음/내레이션],ガチャ<485C>,
dom1Mai_M01.mes,14,9,Mai,おはよう、<이름:3232>君<485C>,
dom1Mai_M01.mes,15,38,주인공,あれ、舞さん.おはようございま<6E5C>す.わざわざ起こしに来てくれ<6E5C>たんですか?<485C>,
dom1Mai_M01.mes,16,37,Mai,そうよ.となりの部屋までいびきが<6E5C>閉こえてくるから、心配に<6E5C>なっちゃって<485C>,
dom1Mai_M01.mes,17,11,주인공,すみません、わざわざ<485C>,
dom1Mai_M01.mes,18,24,Mai,ほらほら、さっさと用意して学校へ<6E5C>行きなさいよ<485C>,
dom1Mai_M01.mes,19,15,주인공,はい、ありがとうございます!<485C>,
dom1Mai_M02.mes,0,47,UNKNOWN_29,<041C><0000><0000><0000><0000><0011><0001><0000><0000><0000><0000><0006><000A><000B><0000><0000><0001><000F><0000><0000><0000><0000><0000><002A><0000><0000><0000><0000><0000><0010><0005><0000><0000><0000><0000><0000><001C><0010><FFFF>♪ピピピピ……<485C>,
dom1Mai_M02.mes,1,17,주인공,ふぁ~……もう朝か……まだ眠いよ<485C>,
dom1Mai_M02.mes,2,9,UNKNOWN_13,う、うぅ~ん……<485C>,
dom1Mai_M02.mes,3,19,주인공,(な、なんだ、この悩ましい<6E5C>声は!)<485C>,
dom1Mai_M02.mes,4,7,주인공,ま、舞さん!<485C>,
dom1Mai_M02.mes,5,25,주인공,(な、なんで俺の部屋に舞さんが<6E5C>寝てるんだ!?)<485C>,
dom1Mai_M02.mes,6,22,Mai,あぁん……お手玉する<1D0A>が……<6E5C>むにゃむにゃ<485C>,
dom1Mai_M02.mes,7,25,주인공,(い、いまの寝言か!?<6E5C>いったいどんな夢を……)<485C>,
dom1Mai_M02.mes,8,15,주인공,ま、舞さん!起きてください!<485C>,
dom1Mai_M02.mes,9,11,Mai,あ、<이름:3232>君、おはよう<485C>,
dom1Mai_M02.mes,10,24,주인공,おはようじゃないですよ!<6E5C>何やってんですか!?<485C>,
dom1Mai_M02.mes,11,26,Mai,ん~?あれ、なんで<이름:3232>君が<6E5C>私の部屋にいるの……?<485C>,
dom1Mai_M02.mes,12,16,주인공,いやいや、ここは俺の部屋ですよ<485C>,
dom1Mai_M02.mes,13,15,Mai,え、ウソ!私、部屋間違えた?<485C>,
dom1Mai_M02.mes,14,9,주인공,はい、思いっきり<485C>,
dom1Mai_M02.mes,15,51,Mai,あちゃ~またやっちゃったか.<6E5C>酔って帰ると、たまに間違える<6E5C>のよねえ<485C>ごめんごめん、お邪魔しました~<485C>,
dom1Mai_M02.mes,16,23,주인공,(たまに間違えるって……豪快な人<6E5C>だな……)<485C>,
dom1Mai_O0727_0.mes,0,21,주인공,ふう.……ものすごく早く起きてし<6E5C>まった<485C>,
dom1Mai_O0727_0.mes,1,16,주인공,携帯が点滅してる…….留守電?<485C>,
dom1Mai_O0727_0.mes,2,122,UNKNOWN_01,<0100><0002><0000><00F4><00E8><0003>アテナです.<이름:3232>、昨日は<6E5C>励ましてくれてありがとう……<485C>そうそう、色々なスケジュール、<6E5C>ちょっとだけ延期してもらう<6E5C>ことにしました<485C>今月末くらいまで、自分の好きなこ<6E5C>とさせてもらえるみたい.たまには<6E5C>息抜きしないとね.じゃ、また!<485C>,
dom1Mai_O0727_0.mes,3,105,Yuri,こんばんは、ユリです.こないだは<6E5C>楽しかったね~!<485C>あれから、帰ったらイタリアから<6E5C>お兄ちゃんのお友達が来ててね<485C>月末までは遊ぶ時間、減っちゃう<6E5C>かも<485C>でも、これからも道場には遊びにき<6E5C>てね<020A>おやすみなさ~い<485C>,
dom1Mai_O0727_0.mes,4,122,UNKNOWN_01,<0100><0002><0000><00F4><00E8><0007>キングです.<이름:3131>くん、昨夜の<6E5C>メール、読ませてもらったよ<485C>……私のことは気にしなくていい.<6E5C>君には今、もっと大事なことが<6E5C>あるんだから<485C>昨日みせてくれた気合があれば、何<6E5C>があっても大丈夫だと思うよ.また<6E5C>お店にもおいで.じゃあ……<485C>,
dom1Mai_O0727_0.mes,5,134,Kasumi,藤堂です.先輩!協会からの手紙<6E5C>が来ておりまして、大会は来月に延<6E5C>期することになったそうです<485C>決着が延びてしまうのは口惜しいで<6E5C>すがさらなる鍛錬を積むには絶好の<6E5C>機会ですね<485C>これを機に私もさらなる奥義を<6E5C>会得しようと思うので、月末までは<6E5C>個人練習としましょう.では!<485C>,
dom1Mai_O0727_0.mes,6,94,Jenny,ジェニーよん<040E><6E5C>……<이름:3232>、ゴメンッ!<485C>今度のコンテストはメンバーの<6E5C>人数制限があるのを忘れてたわん<485C>ちょ~っとスタートは遅れるけど、<6E5C><이름:3232>とのセッションは来月からに<6E5C>するね!じゃ~ね~ん<485C>,
dom1Mai_O0727_0.mes,7,122,UNKNOWN_01,<0100><0002><0000><00F4><00E8><000A>……おい、<이름:3131>.寝てんのか.<6E5C>せっかくオレ様が電話してやってん<6E5C>のによ……<485C>まあいいや.クーラ、家に戻って<6E5C>きたらしいぜ<485C>兄貴が、お前は家にいろって言った<6E5C>らしい<485C>早くも一件落着ってわけだな.<6E5C>いちおう報告してやったぜ.<6E5C>じゃあな<485C>,
dom1Mai_O0727_0.mes,8,76,Leona,レオナです.さっきは思わせぶりな<6E5C>態度で……ごめんなさい<485C>父と口<CA16>になってしまって<6E5C>……少し、興奮していたの<485C>もう大丈夫だから、忘れて.<6E5C>それじゃ……<485C>,
dom1Mai_O0727_0.mes,9,3,[효과음/내레이션],ピッ<485C>,
dom1Mai_O0727_0.mes,10,19,주인공,そうか…….<6E5C>これでよかったんだよな<485C>,
dom1Mai_O0727_0.mes,11,30,주인공,じゃあ、あと、俺に残っている問題<6E5C>は……ひとつだけだな……<485C>,
dom1Mai_O0727_0.mes,12,59,주인공,(昨日は一日中いろんな場所を探し<6E5C>たけど、舞さん見つからなかった<6E5C>な……<485C>手紙にあった俺との思い出の<6E5C>場所って……)<485C>,
dom1Mai_O0727_0.mes,13,7,[효과음/내레이션],♪ピンポ~ン<485C>,
dom1Mai_O0727_0.mes,14,8,주인공,(誰だろう?)<485C>,
dom1Mai_O0727_0.mes,15,4,[효과음/내레이션],ガチャ<485C>,
dom1Mai_O0727_0.mes,16,17,주인공,アテナじゃないか.どうしたんだ?<485C>,
dom1Mai_O0727_0.mes,17,21,Athena,うん、ちょっと気になることがあっ<6E5C>て……<485C>,
dom1Mai_O0727_0.mes,18,5,주인공,なんだよ<485C>,
dom1Mai_O0727_0.mes,19,73,Athena,さっき街ですれ違った人が、とても<6E5C>思いつめた表情をしてたの<485C>それが気になって……あれって、<6E5C>たぶん<이름:3232>のおとなりさんの<6E5C>不知火舞さんじゃないかな<485C>,
dom1Mai_O0727_0.mes,20,13,주인공,それって、いつの話だ!?<485C>,
dom1Mai_O0727_0.mes,21,17,Athena,ついさっきだよ.心当たりあるの?<485C>,
dom1Mai_O0727_0.mes,22,20,주인공,ああ、たぶんな!<6E5C>ありがとう、アテナ!<485C>,
dom1Mai_O0727_0.mes,23,37,Athena,あ、ちょっと<이름:3232>!<6E5C>あ~あ、行っちゃった……<6E5C>そんなに、大事な人なのかな<485C>,
dom1Mai_O0727_0.mes,24,38,주인공,(舞さんはまだこの街のどこかにい<6E5C>る!ふたりの思い出の場所といえ<6E5C>ば……)<485C>,
dom1Mai_O0727_0.mes,25,12,주인공,レオナ、何やってんだよ<485C>,
dom1Mai_O0727_0.mes,26,6,Leona,べつに……<485C>,
dom1Mai_O0727_0.mes,27,41,주인공,いや、べつにって、私服で学校来て<6E5C>るなんておかしくないか?しかも<6E5C>まだ夏休みだぞ<485C>,
dom1Mai_O0727_0.mes,28,3,Leona,……<485C>,
dom1Mai_O0727_0.mes,29,56,주인공,ああ、言いたくないならべつにいい<6E5C>んだ.詮索するのはやめとくよ<485C>それより、ちょっと閉きたいことが<6E5C>あるんだけど<485C>,
dom1Mai_O0727_0.mes,30,5,Leona,……何?<485C>,
dom1Mai_O0727_0.mes,31,49,주인공,今ちょっと人を探してるんだけど、<6E5C>セクシーな服装で、きれいなロング<6E5C>ヘアーの女の人見なかったか?<485C>,
dom1Mai_O0727_0.mes,32,12,Leona,……さあ、わからないわ<485C>,
dom1Mai_O0727_0.mes,33,33,주인공,そうか.そりゃそうだよな.こんな<6E5C>情報だけで、わかるわけないよな<485C>,
dom1Mai_O0727_0.mes,34,16,Leona,……父なら、わかるかもしれない<485C>,
dom1Mai_O0727_0.mes,35,8,주인공,え!ほんとか?<485C>,
dom1Mai_O0727_0.mes,36,21,Leona,情報収集は、父の特技のひとつだか<6E5C>ら……<485C>,
dom1Mai_O0727_0.mes,37,31,주인공,どんな親父だよ.でも、助かる!<6E5C>親父さんに頼んでもらえるか?<485C>,
dom1Mai_O0727_0.mes,38,6,Leona,……いいわ<485C>,
dom1Mai_O0727_0.mes,39,42,주인공,名前は不知火舞.特徴はさっき言っ<6E5C>たような感じで、え~っと、<6E5C>その……すごく美人だ<485C>,
dom1Mai_O0727_0.mes,40,3,Leona,そう<485C>,
dom1Mai_O0727_0.mes,41,61,주인공,う……そっけねえなぁ.けっこう恥<6E5C>ずかしかったのに.まぁいいや<485C>じゃあ何かわかったら連絡くれよ.<6E5C>すぐに飛んでいくから!<485C>,
dom1Mai_O0727_0.mes,42,5,Leona,ええ……<485C>,
dom1Mai_O0727_0.mes,43,9,주인공,じゃ、よろしく!<485C>,
dom1Mai_O0727_0.mes,44,70,주인공,(にしても、レオナのやつ、何やっ<6E5C>てたんだろ.怪しすぎるよな……っ<6E5C>と、それどころじゃなかった<485C>他に舞さんとの思い出の場所と<6E5C>いえば……)<485C>,
dom1Mai_O0727_0.mes,45,41,주인공,(誰もいない……ここじゃなかった<6E5C>か.だとすれば他に思い出の場所と<6E5C>いえば……)<485C>,
dom1Mai_O0727_0.mes,46,12,[효과음/내레이션],♪カランコロンカラ~ン<485C>,
dom1Mai_O0727_0.mes,47,7,King,いらっしゃい<485C>,
dom1Mai_O0727_0.mes,48,7,주인공,……いないか<485C>,
dom1Mai_O0727_0.mes,49,16,King,どうした.誰か探してるのかい?<485C>,
dom1Mai_O0727_0.mes,50,10,주인공,はい.舞さんを……<485C>,
dom1Mai_O0727_0.mes,51,15,King,なんだ、ケンカでもしたのか?<485C>,
dom1Mai_O0727_0.mes,52,20,주인공,いえ、それならまだいいんですけ<6E5C>ど……<485C>,
dom1Mai_O0727_0.mes,53,27,King,……複雑な事情がありそうだな.<6E5C>閉かせてくれるかい?<485C>,
dom1Mai_O0727_0.mes,54,9,주인공,はい.じつは……<485C>,
dom1Mai_O0727_0.mes,55,29,King,なるほどね.手紙だけを置いて、<6E5C>姿を消してしまったわけか<485C>,
dom1Mai_O0727_0.mes,56,55,주인공,そうなんです.振り回される<6E5C>のはいつものことですけど、<6E5C>今度ばかりは<485C>もう会えないんじゃ<6E5C>ないかと思って……<485C>,
dom1Mai_O0727_0.mes,57,35,King,<이름:3131>君が弱気になって<6E5C>どうするんだ.<6E5C>君の気持ちはそんなものなのか?<485C>,
dom1Mai_O0727_0.mes,58,16,주인공,そんなことありません.俺は……<485C>,
dom1Mai_O0727_0.mes,59,124,[선택지],<0100><00F2><0007>なら、あきらめるな.<6E5C><이름:3131>君もわかってるとおり、<6E5C>舞は君に探してほしがってる<485C>まだ迷ってるということだ.<6E5C>その迷いを断ち切ることができるの<6E5C>は、<이름:3131>君しかいないだろう<485C>もっと気持ちを強く持って、<6E5C>舞を支えられるような男に<6E5C>ならなくてどうする<485C>,
dom1Mai_O0727_0.mes,60,8,주인공,キングさん……<485C>,
dom1Mai_O0727_0.mes,61,56,King,ちょっとしゃべりすぎたみたいだ<485C>もし舞が店に顔を出したらすぐに連<6E5C>絡してあげるから、早く他を探しに<6E5C>行ってきな<485C>,
dom1Mai_O0727_0.mes,62,4,주인공,はい!<485C>,
dom1Mai_O0727_0.mes,63,97,주인공,(キングさんの言うとおりだ.<6E5C>俺がしっかりしなくちゃ<485C>今のままじゃ舞さんを見つけても、<6E5C>引き止める自信がないよ<485C>でも、今はそんなことを言ってる場<6E5C>合じゃないか…….次はどこに行っ<6E5C>てみるかな)<485C>,
dom1Mai_O0727_0.mes,64,41,주인공,(誰もいない……ここじゃなかった<6E5C>か.だとすれば他に思い出の場所と<6E5C>いえば……)<485C>,
dom1Mai_O0727_0.mes,65,74,UNKNOWN_29,違<0000><0000><0000><0000><0003><0008><0003><0003>B<0001><0011><0005><0000><0000><0000><0000><0006><000A><0007><0000><0000><0001><000D><0000><0000><0000><0000><0000><0000><0060><0052><0002>(誰もいない……ここじゃなかった<6E5C>か.だとすれば他に思い出の場所と<6E5C>いえば……)<485C>,
dom1Mai_O0727_0.mes,66,21,Yuri,あれ、<이름:3232>くんじゃない!<6E5C>どうしたの~?<485C>,
dom1Mai_O0727_0.mes,67,25,주인공,ユリさん、ちょっと閉きたい事があ<6E5C>るんですが……<485C>,
dom1Mai_O0727_0.mes,68,10,UNKNOWN_21,ちょっと待ったぁ!<485C>,
dom1Mai_O0727_0.mes,69,25,UNKNOWN_0a,テメェ、誰に断ってユリ師範に質問<6E5C>してんだぁ!?<485C>,
dom1Mai_O0727_0.mes,70,19,주인공,……誰に断ったら質問していいんだ<6E5C>よ<485C>,
dom1Mai_O0727_0.mes,71,6,UNKNOWN_0a,オレ様だ!<485C>,
dom1Mai_O0727_0.mes,72,30,주인공,ユリさんに質問させていただいてよ<6E5C>ろしいでしょうか、海堂君<485C>,
dom1Mai_O0727_0.mes,73,10,UNKNOWN_0a,オ、オウ……どうぞ<485C>,
dom1Mai_O0727_0.mes,74,17,주인공,ったく、バカの相手は疲れるよ……<485C>,
dom1Mai_O0727_0.mes,75,32,UNKNOWN_0a,んだとぉ!テメェ、ここでこれま<6E5C>での因縁に決着をつけてやる!!<485C>,
dom1Mai_O0727_0.mes,76,11,Yuri,はいはい、そこまで!<485C>,
dom1Mai_O0727_0.mes,77,16,UNKNOWN_0a,ユリ師範!止めないでください!<485C>,
dom1Mai_O0727_0.mes,78,35,Yuri,海堂くん、空気を読むッチ!<6E5C>空気を読めない武道家は<6E5C>強くならないよ!<485C>,
dom1Mai_O0727_0.mes,79,12,UNKNOWN_0a,く……わ、わかりました<485C>,
dom1Mai_O0727_0.mes,80,25,주인공,(ユリさん、さすがだなぁ……海堂<6E5C>を黙らせたよ)<485C>,
dom1Mai_O0727_0.mes,81,20,Yuri,それで、あたしに閉きたいことって<6E5C>何?<485C>,
dom1Mai_O0727_0.mes,82,9,주인공,舞さんのことです<485C>,
dom1Mai_O0727_0.mes,83,8,Yuri,舞さんのこと?<485C>,
dom1Mai_O0727_0.mes,84,25,주인공,はい.じつは、昨日から行方知れず<6E5C>になってて……<485C>,
dom1Mai_O0727_0.mes,85,40,UNKNOWN_0a,なんだとぉ!テメェ、なんでそれ<6E5C>をさっさと言わねぇんだよ!<6E5C>大変じゃねえか!!<485C>,
dom1Mai_O0727_0.mes,86,13,주인공,お前の相手の方が大変だよ<485C>,
dom1Mai_O0727_0.mes,87,13,Yuri,<이름:3232>くん、それ本当なの?<485C>,
dom1Mai_O0727_0.mes,88,34,주인공,え、ああ、ほんとですよ.このバカ<6E5C>の相手するのはほんとに大変で……<485C>,
dom1Mai_O0727_0.mes,89,21,Yuri,バカ!冗談言ってる場合じゃない<6E5C>でしょ!<485C>,
dom1Mai_O0727_0.mes,90,9,주인공,す、すみません!<485C>,
dom1Mai_O0727_0.mes,91,9,Yuri,何か心当たりは?<485C>,
dom1Mai_O0727_0.mes,92,16,주인공,いえ、それがほとんどなくて……<485C>,
dom1Mai_O0727_0.mes,93,9,UNKNOWN_0a,ケッ、使えねえな<485C>,
dom1Mai_O0727_0.mes,94,37,주인공,ただ、置き手紙には俺との思い出を<6E5C>巡りながら実家に帰るって書いて<6E5C>ました<485C>,
dom1Mai_O0727_0.mes,95,46,Yuri,そっか、まだこの街のどこかにいる<6E5C>かもしれないんだ……よし、みんな<6E5C>で手分けして探すッチ!<485C>,
dom1Mai_O0727_0.mes,96,56,UNKNOWN_0a,仕方ねえなぁ、テメェひとりに任せ<6E5C>てたらいつまでたっても見つかりゃ<6E5C>しねぇだろうから、<485C>オレも手伝ってやるよ!<485C>,
dom1Mai_O0727_0.mes,97,10,주인공,ユリさん、海堂……<485C>,
dom1Mai_O0727_0.mes,98,10,Yuri,ほら、早く行くよ!<485C>,
dom1Mai_O0727_0.mes,99,4,주인공,はい!<485C>,
dom1Mai_O0727_0.mes,100,16,주인공,(他に探してない場所は……!)<485C>,
dom1Mai_O0727_0.mes,101,41,주인공,(誰もいない……ここじゃなかった<6E5C>か.だとすれば他に思い出の場所と<6E5C>いえば……)<485C>,
dom1Mai_O0727_0.mes,102,41,주인공,(誰もいない……ここじゃなかった<6E5C>か.だとすれば他に思い出の場所と<6E5C>いえば……)<485C>,
dom1Mai_O0727_0.mes,103,45,Yuri,<0BC4><0001><0011><0006><0000><0000><0000><0000><0006><000A><000A><0000><0000><0001><0002><0036><0003><0000><0B28><0002><0018><0019><0000><0001><0000><0000><000D><0000><0000><0000><0000><0000><0000><0020><0012><0002>(あ、あれは!)<485C>,
dom1Mai_O0727_0.mes,104,13,UNKNOWN_10,おや、君はたしか舞の……<485C>,
dom1Mai_O0727_0.mes,105,16,주인공,あんた、ここで何やってるんだ?<485C>,
dom1Mai_O0727_0.mes,106,26,UNKNOWN_10,それはこちらのセリフだ.<6E5C>君の方こそ何をしている?<485C>,
dom1Mai_O0727_0.mes,107,11,주인공,あんたには関係ないよ<485C>,
dom1Mai_O0727_0.mes,108,30,UNKNOWN_10,そうか、それならこれ以上話すこと<6E5C>もないな.僕は失礼するよ<485C>,
dom1Mai_O0727_0.mes,109,13,주인공,ちょ、ちょっと待ってくれ<485C>,
dom1Mai_O0727_0.mes,110,7,UNKNOWN_10,……なんだ?<485C>,
dom1Mai_O0727_0.mes,111,23,주인공,あんた、舞さんがどこにいるか知っ<6E5C>てるのか?<485C>,
dom1Mai_O0727_0.mes,112,54,UNKNOWN_10,あんた?それが人にものを<6D1A>ねる<6E5C>態度かい?<485C>頭を下げろとは言わないが、<6E5C>最低限の礼節はわきまえて<6E5C>ほしいな<485C>,
dom1Mai_O0727_0.mes,113,27,주인공,(く……腹が立つけど、言ってるこ<6E5C>とは正しいか……)<485C>,
dom1Mai_O0727_0.mes,114,11,주인공,ア、アンディ……さん<485C>,
dom1Mai_O0727_0.mes,115,6,UNKNOWN_10,なんだい?<485C>,
dom1Mai_O0727_0.mes,116,21,주인공,舞さんがどこへ言ったか、<6E5C>知ってますか?<485C>,
dom1Mai_O0727_0.mes,117,19,UNKNOWN_10,なんだ、君も舞の行方を知らないの<6E5C>か<485C>,
dom1Mai_O0727_0.mes,118,37,주인공,君も……って、あんたも知らないの<6E5C>かよ!もったいぶったくせに使え<6E5C>ねえな<485C>,
dom1Mai_O0727_0.mes,119,74,UNKNOWN_10,それは勝手に君が思ったことだろ<6E5C>う.そんなことまで責任は取れ<6E5C>ないよ<485C>それにしても、最近の若い男って<6E5C>のはみんな君のような人間ばっかり<6E5C>なのかい?<485C>,
dom1Mai_O0727_0.mes,120,15,주인공,そんなこと俺に閉かれてもなぁ<485C>,
dom1Mai_O0727_0.mes,121,60,UNKNOWN_10,まあいい.<6E5C>ところで、本当のところ、<6E5C>君は舞のなんなんだい?<485C>ただのおとなりさんか?<6E5C>ボディーガードか?<6E5C>それとも……<485C>,
dom1Mai_O0727_0.mes,122,11,주인공,あんたはどうなんだよ<485C>,
dom1Mai_O0727_0.mes,123,66,UNKNOWN_10,フゥ……やれやれ.質問に質問で返<6E5C>すとは、本当に礼節を知らないね<485C>それとも、舞との関係について明確<6E5C>に答えられるものがないのかい?<485C>,
dom1Mai_O0727_0.mes,124,11,주인공,お、俺は舞さんの……<485C>,
dom1Mai_O0727_0.mes,125,10,[선택지],婚約者だ!友だちだ!,
dom1Mai_O0727_0.mes,126,14,주인공,俺は……舞さんの婚約者だ!<485C>,
dom1Mai_O0727_0.mes,127,40,UNKNOWN_10,!<020A>フフ、おもしろいことを言う<6E5C>ね.僕以外に舞に婚約者がいるって<6E5C>いうのかい?<485C>,
dom1Mai_O0727_0.mes,128,19,주인공,なんだ、あんた知らされてないの<6E5C>か?<485C>,
dom1Mai_O0727_0.mes,129,11,UNKNOWN_10,……どういうことだ?<485C>,
